% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=1009136, Thu Jan  8 23:26:20 2026
1 100 0.013537031995129036 0.013537031995129036 0.013537031995129036 0.013537031995129036 0.9932084212313499 1.0067457633360712
2 200 0.013537031995129036 0.013537031995129036 0.013537031995129036 0.013537031995129036 0.9932084212313499 1.0067457633360712
3 300 0.12270799042194815 0.12270799042194815 0.12270799042194815 0.12270799042194815 0.9366386761062409 1.0595791572232574
4 400 0.12270799042194815 0.12270799042194815 0.12270799042194815 0.12270799042194815 0.9366386761062409 1.0595791572232574
5 500 -0.06861497743224614 -0.06861497743224614 -0.06861497743224614 -0.06861497743224614 0.9650829096858746 1.0337383505666442
6 600 -0.06861497743224614 -0.06861497743224614 -0.06861497743224614 -0.06861497743224614 0.9650829096858746 1.0337383505666442
7 700 -0.12304531726264002 -0.12304531726264002 -0.12304531726264002 -0.12304531726264002 0.9364585857032656 1.0597383249003691
8 800 -0.12304531726264002 -0.12304531726264002 -0.12304531726264002 -0.12304531726264002 0.9364585857032656 1.0597383249003691
9 900 -0.36760921632674715 -0.36760921632674715 -0.36760921632674715 -0.36760921632674715 0.7952300193486492 1.1694482529495467
10 1000 -0.36760921632674715 -0.36760921632674715 -0.36760921632674715 -0.36760921632674715 0.7952300193486492 1.1694482529495467
11 1100 -0.012555670287565003 -0.012555670287565003 -0.012555670287565003 -0.012555670287565003 0.993702334561228 1.0062582522829637
12 1200 -0.012555670287565003 -0.012555670287565003 -0.012555670287565003 -0.012555670287565003 0.993702334561228 1.0062582522829637
13 1300 -0.054233644944992436 -0.054233644944992436 -0.054233644944992436 -0.054233644944992436 0.9725051953871546 1.0267588056330428
14 1400 -0.054233644944992436 -0.054233644944992436 -0.054233644944992436 -0.054233644944992436 0.9725051953871546 1.0267588056330428
15 1500 -0.531902774559853 -0.531902774559853 -0.531902774559853 -0.531902774559853 0.6841763116625325 1.237700599725092
16 1600 -0.531902774559853 -0.531902774559853 -0.531902774559853 -0.531902774559853 0.6841763116625325 1.237700599725092
17 1700 -0.1477055385994637 -0.1477055385994637 -0.1477055385994637 -0.1477055385994637 0.9231979535292181 1.0713101971882204
18 1800 -0.1477055385994637 -0.1477055385994637 -0.1477055385994637 -0.1477055385994637 0.9231979535292181 1.0713101971882204
19 1900 -0.6657845409594035 -0.6657845409594035 -0.6657845409594035 -0.6657845409594035 0.5781137077086103 1.2906527577003055
20 2000 -0.6657845409594035 -0.6657845409594035 -0.6657845409594035 -0.6657845409594035 0.5781137077086103 1.2906527577003055
21 2100 -0.28088016269081806 -0.28088016269081806 -0.28088016269081806 -0.28088016269081806 0.8480093379846605 1.131759763682566
22 2200 -0.28088016269081806 -0.28088016269081806 -0.28088016269081806 -0.28088016269081806 0.8480093379846605 1.131759763682566
23 2300 -0.021072794663773365 -0.021072794663773365 -0.021072794663773365 -0.021072794663773365 0.9894075021628989 1.0104814667591748
24 2400 -0.021072794663773365 -0.021072794663773365 -0.021072794663773365 -0.021072794663773365 0.9894075021628989 1.0104814667591748
25 2500 0.2854241956808282 0.2854241956808282 0.2854241956808282 0.2854241956808282 0.8453258568854803 1.1337654941304345
26 2600 0.2854241956808282 0.2854241956808282 0.2854241956808282 0.2854241956808282 0.8453258568854803 1.1337654941304345
27 2700 0.2277055564624634 0.2277055564624634 0.2277055564624634 0.2277055564624634 0.8788028467964453 1.10801875275758
28 2800 0.2277055564624634 0.2277055564624634 0.2277055564624634 0.2277055564624634 0.8788028467964453 1.10801875275758
29 2900 0.12452712610156964 0.12452712610156964 0.12452712610156964 0.12452712610156964 0.9356670742835993 1.0604372334568273
30 3000 0.12452712610156964 0.12452712610156964 0.12452712610156964 0.12452712610156964 0.9356670742835993 1.0604372334568273
31 3100 0.3919866411233962 0.3919866411233962 0.3919866411233962 0.3919866411233962 0.7797521137365412 1.1798248349324556
32 3200 0.3919866411233962 0.3919866411233962 0.3919866411233962 0.3919866411233962 0.7797521137365412 1.1798248349324556
33 3300 -0.002297265244611671 -0.002297265244611671 -0.002297265244611671 -0.002297265244611671 0.9988507069404257 1.0011479737004971
34 3400 -0.002297265244611671 -0.002297265244611671 -0.002297265244611671 -0.002297265244611671 0.9988507069404257 1.0011479737004971
35 3500 -0.19544982045656772 -0.19544982045656772 -0.19544982045656772 -0.19544982045656772 0.896967212078252 1.0933662791839556
36 3600 -0.19544982045656772 -0.19544982045656772 -0.19544982045656772 -0.19544982045656772 0.896967212078252 1.0933662791839556
37 3700 -0.14641005149187977 -0.14641005149187977 -0.14641005149187977 -0.14641005149187977 0.9238993173003865 1.0707053990206081
38 3800 -0.14641005149187977 -0.14641005149187977 -0.14641005149187977 -0.14641005149187977 0.9238993173003865 1.0707053990206081
39 3900 0.30866953358910554 0.30866953358910554 0.30866953358910554 0.30866953358910554 0.8314628472823633 1.1439709496263906
40 4000 0.43420992493356264 0.43420992493356264 0.43420992493356264 0.43420992493356264 0.7521901854361286 1.197585038706464
41 4100 0.43420992493356264 0.43420992493356264 0.43420992493356264 0.43420992493356264 0.7521901854361286 1.197585038706464
42 4200 0.5642626462765419 0.5642626462765419 0.5642626462765419 0.5642626462765419 0.660104047649655 1.250704859779693
43 4300 0.5642626462765419 0.5642626462765419 0.5642626462765419 0.5642626462765419 0.660104047649655 1.250704859779693
44 4400 0.3682582403261755 0.3682582403261755 0.3682582403261755 0.3682582403261755 0.7948218414675233 1.1697257115777935
