% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, 25%tile, current best feasible f-value, elapsed wallclock time [s], further/more values", seed=925276, Wed Jan  7 22:13:57 2026, <python>{}</python>
32 16000 341.87121377279215 8.24872706218579 -959.4254656294552 -8.5860121514855291e+02 -858.6012146604825 -858.6012071647585 1.240729261553497e-06 -858.6012150196689 nan 1.1   
33 16500 330.607391448188 15.348932649924215 -959.4254656294552 -8.5860121514855439e+02 -858.6012150509063 -858.6012129541972 2.927059767898754e-07 -858.6012151213001 nan 1.1   
34 17000 321.4475084161309 35.27694274531036 -959.4254656294552 -8.5860121514854973e+02 -858.6012151304537 -858.6012147445788 4.662922492570942e-08 -858.601215144283 nan 1.1   
35 17500 307.25136963073015 65.68511454652764 -959.4254656294552 -8.5860121514855416e+02 -858.6012151429032 -858.6012150431297 1.4166516848490573e-08 -858.6012151473067 nan 1.2   
36 18000 303.8495517257165 122.77926951235878 -959.4254656294552 -8.5860121514855427e+02 -858.6012151474483 -858.6012151183818 3.06795300275553e-09 -858.6012151483194 nan 1.2   
37 18500 302.83697668236215 289.24811571920685 -959.4254656294552 -8.5860121514855427e+02 -858.6012151483525 -858.6012151428738 5.981064532534219e-10 -858.6012151485094 nan 1.2   
38 19000 300.8893575890792 575.2546763450374 -959.4254656294552 -8.5860121514855462e+02 -858.6012151484974 -858.6012151473126 1.7280399333685637e-10 -858.601215148541 nan 1.3   
39 19500 281.57291456798737 1263.0254955094192 -959.4254656294552 -8.5860121514855450e+02 -858.6012151485429 -858.6012151481807 3.1604940886609256e-11 -858.6012151485511 nan 1.3   
40 20000 285.49628383252895 2517.3334902381325 -959.4254656294552 -8.5860121514855473e+02 -858.6012151485512 -858.6012151484742 7.503331289626658e-12 -858.6012151485534 nan 1.3   
41 20500 282.2104052808614 4291.600118324132 -959.4254656294552 -8.5860121514855473e+02 -858.6012151485531 -858.6012151485425 2.0463630789890885e-12 -858.6012151485538 nan 1.4   
42 21000 263.3489726371942 8578.326738968286 -959.4254656294552 -8.5860121514855473e+02 -858.6012151485538 -858.6012151485506 5.684341886080801e-13 -858.601215148554 nan 1.4   
